"19","187016574401","5","27.82","5/14/2013 09:31:36"
"19","187016574845","5","27.82","5/14/2013 09:30:11"
"19","187016574937","5","27.82","5/14/2013 09:36:04"
"19","187016705003","5","69.80","5/14/2013 11:07:52"
"19","4571319670094","26","78.52","5/14/2013 10:47:33"
"19","4891320328150","5","132.60","5/14/2013 10:52:17"
"19","4891320328167","4","132.60","5/14/2013 10:52:58"
"19","4891320328174","6","132.60","5/14/2013 10:51:36"
"19","633755102561","10","134.17","5/14/2013 10:42:22"
"19","633755115806","10","135.35","5/14/2013 10:38:25"
"19","633755118326","3","135.35","5/14/2013 10:36:42"
"19","639247135284","5","58.79","5/14/2013 10:01:08"
"19","639247135291","4","58.79","5/14/2013 09:59:24"
"19","639247135307","5","58.79","5/14/2013 10:07:23"
"19","639247135321","5","58.79","5/14/2013 10:04:28"
"19","639247135338","5","58.79","5/14/2013 10:06:04"
"19","639247135345","5","58.79","5/14/2013 10:05:29"
"19","639247135352","4","58.79","5/14/2013 10:06:47"
"19","716829225202","5","40.79","5/14/2013 10:23:08"
"19","716829225226","5","40.79","5/14/2013 10:22:28"
"19","716829225233","5","40.79","5/14/2013 10:24:20"
"19","716829225295","5","40.79","5/14/2013 10:21:06"
"19","716829225509","5","56.91","5/14/2013 10:29:01"
"19","716829225523","5","56.91","5/14/2013 10:27:38"
"19","716829225561","5","56.91","5/14/2013 10:29:38"
"19","760492023252","5","46.22","5/14/2013 11:06:18"
"19","800768602856","5","61.54","5/14/2013 11:02:42"
"19","811709013754","5","85.52","5/14/2013 09:21:32"
"19","878615044982","30","85.20","5/14/2013 09:46:07"
"19","885170002357","5","54.55","5/14/2013 10:13:56"
"19","885170002364","5","54.55","5/14/2013 10:13:10"
"19","885170002371","5","54.55","5/14/2013 10:11:38"
"19","885170002388","5","54.55","5/14/2013 10:10:33"
"19","885170002401","5","54.55","5/14/2013 10:16:11"
"19","885170002425","5","54.55","5/14/2013 10:12:26"
"19","885170002432","5","54.55","5/14/2013 10:15:35"
"19","885249229258","5","61.54","5/14/2013 11:00:40"
"19","X000CI2XU1","5","61.62","5/14/2013 09:10:19"
"19","X000DMZOJX","10","164.12","5/14/2013 09:12:51"
"19","X000EDSTLV","1","144.47","5/14/2013 11:10:33"
"19","X000ESXIW1","5","73.41","5/14/2013 09:43:37"
"19","X000ESXK2T","15","69.64","5/14/2013 09:39:52"
"19","X000FBLNMT","3","368.48","5/14/2013 09:57:11"
"23","1001745","1","175.00","5/14/2013 12:47:20"
"27","8808992916635","2","2943.75","5/15/2013 13:08:21"
"28","619659067021","5","54.43","5/15/2013 14:42:46"
"28","619659084493","5","97.82","5/15/2013 14:52:25"
"28","740617120639","5","47.69","5/15/2013 14:35:52"
"28","740617193671","5","62.56","5/15/2013 14:48:20"
"28","740617198270","8","107.73","5/15/2013 14:45:00"
"28","798302141049","6","353.41","5/16/2013 09:45:29"
"28","798302180031","20","50.38","5/16/2013 09:54:18"
"28","798306071342","2","92.08","5/16/2013 09:55:49"
"28","798312071404","2","92.06","5/16/2013 09:56:44"
"28","883585695775","2","613.31","5/16/2013 09:42:35"
"28","885370165289","2","200.89","5/16/2013 09:49:37"
"33","010343885295","4","0.01","5/16/2013 10:28:37"
"33","010343904316","4","1491.55","5/16/2013 10:20:08"
"33","730143263030","15","311.99","5/16/2013 10:23:06"
"33","798302140295","6","374.36","5/16/2013 10:21:09"
"33","885370415018","1","1248.13","5/16/2013 10:22:28"
"33","MT018BEN13","20","766.91","5/16/2013 10:24:53"
"34","1000624","20","141.50","5/16/2013 10:44:59"
"34","1001751","13","492.00","5/16/2013 10:42:48"
"34","4717677320244","20","360.00","5/16/2013 10:43:37"
"34","735858239431","1","2795.00","5/16/2013 10:45:56"
"34","735858255905","20","538.00","5/16/2013 10:38:02"
"38","10003398","20","279.38","5/16/2013 10:50:11"
"38","4710728122965","20","39.38","5/16/2013 10:53:58"
"39","010343879935","1","3792.80","5/16/2013 11:23:28"
"39","022265292181","1","2812.39","5/16/2013 11:39:45"
"39","022265408643","2","2731.35","5/16/2013 11:40:31"
"39","022265428757","1","3466.18","5/16/2013 11:30:27"
"39","027242859135","1","4580.00","5/16/2013 16:22:59"
"39","740617199796","10","234.39","5/16/2013 11:49:02"
"39","883974913442","5","597.60","5/16/2013 11:46:19"
"39","886227293520","1","1753.88","5/16/2013 11:42:13"
"39","886227313969","2","660.16","5/16/2013 11:34:02"
"39","886227359165","2","2837.38","5/16/2013 12:03:48"
"40","1001759","1","108.38","5/16/2013 14:58:34"
"40","1001762","1","473.00","5/16/2013 15:20:17"
"40","1001764","1","139.50","5/16/2013 15:24:17"
"40","1001765","1","569.50","5/16/2013 15:25:31"
"40","1001788","1","106.12","5/17/2013 10:33:42"
"40","B004MR6IO4","1","203.00","5/16/2013 15:22:08"
"40","X000ABDFMP","7","175.19","5/16/2013 15:16:52"
"40","X000FTOMFL","1","199.16","5/16/2013 15:18:38"
"41","1001766","18","2915.46","5/16/2013 15:39:41"
"41","1001767","1","7777.00","5/16/2013 15:45:40"
"42","1001768","3","33.00","5/16/2013 15:58:29"
"42","4713621995810","3","59.00","5/16/2013 16:07:51"
"42","6587421589801","9","19.50","5/16/2013 15:51:13"
"42","6936103601193","15","71.00","5/16/2013 15:46:59"
"42","766623100779","3","47.00","5/16/2013 15:54:36"
"42","766623390248","2","47.00","5/16/2013 16:10:55"
"42","766623421010","3","35.00","5/16/2013 15:59:23"
"42","766623421027","3","59.00","5/16/2013 16:01:48"
"42","8756874598762","10","55.00","5/16/2013 15:48:45"
"44","1001771","1","188.56","5/16/2013 17:02:54"
"44","1001772","1","1570.27","5/16/2013 17:04:20"
"44","1001773","1","488.58","5/16/2013 17:05:38"
"44","1001774","1","381.05","5/16/2013 17:06:17"
"44","1001775","1","1406.08","5/16/2013 17:07:45"
"44","1001777","1","1753.88","5/16/2013 17:11:26"
"44","4719331843335","1","1862.82","5/16/2013 17:10:22"
"44","740617181654","30","219.69","5/16/2013 17:08:29"
"44","886227126934","2","2082.82","5/16/2013 17:15:52"
"45","10001974","10","142.68","5/17/2013 08:56:37"
"45","10003398","4","276.70","5/16/2013 17:31:24"
"45","10007754","6","61.13","5/16/2013 17:22:45"
"45","10007761","6","61.13","5/16/2013 17:27:15"
"45","4710728121050","4","116.70","5/16/2013 17:59:43"
"45","4710728121753","1","81.80","5/17/2013 09:23:54"
"45","4710728124242","2","23.68","5/16/2013 18:06:18"
"45","4710728124259","2","23.68","5/16/2013 18:06:12"
"45","4710728124266","2","23.68","5/16/2013 18:04:21"
"45","4710728124273","2","23.68","5/16/2013 18:04:27"
"45","4710728124280","2","23.68","5/16/2013 18:02:30"
"45","4710728124426","20","39.34","5/17/2013 09:02:10"
"45","4710728125089","1","86.80","5/17/2013 09:27:27"
"45","4710728125492","3","77.27","5/17/2013 08:50:55"
"45","4710728126192","1","81.80","5/17/2013 09:21:46"
"45","4710728126383","4","46.70","5/17/2013 09:57:26"
"45","4710728126536","4","46.70","5/17/2013 09:57:11"
"45","4710728126543","4","46.70","5/17/2013 09:57:18"
"45","4710728126765","1","81.80","5/17/2013 09:25:17"
"45","4710728126932","6","28.13","5/16/2013 17:36:59"
"45","4710728127953","15","85.45","5/17/2013 08:47:09"
"45","4710728128653","10","69.36","5/17/2013 09:11:11"
"45","4710728129179","8","36.70","5/17/2013 09:39:10"
"45","4710728129339","1","86.80","5/17/2013 09:28:45"
"45","4710728129698","6","41.13","5/17/2013 10:13:48"
"45","4710728129780","6","41.13","5/17/2013 10:11:39"
"45","4711421617529","12","55.57","5/17/2013 09:16:13"
"45","749555066030","1","457.13","5/17/2013 09:43:43"
"45","811176000165","12","43.57","5/17/2013 09:32:42"
"45","811176001001","12","35.57","5/17/2013 09:30:00"
"45","811176003005","12","43.57","5/17/2013 09:37:12"
"45","AW102NXT04","200","0.84","5/17/2013 08:44:16"
"45","TSS'20x11 LED","2","1153.34","5/17/2013 09:49:15"
"46","719192190085","3","983.29","5/17/2013 10:39:42"
"47","022265292181","1","2812.39","5/17/2013 11:09:34"
"47","022265408643","1","2731.35","5/17/2013 11:08:56"
"47","022265428757","1","3466.18","5/17/2013 11:09:16"
"48","1001789","5","22.59","5/23/2013 09:33:44"
"48","4711140878379","20","355.99","5/23/2013 09:49:04"
"48","619659067021","10","48.14","5/23/2013 09:19:45"
"48","740617113983","5","36.04","5/23/2013 09:24:17"
"48","740617120639","10","46.15","5/23/2013 09:25:46"
"48","740617169850","2","170.90","5/23/2013 09:18:45"
"48","740617198270","15","92.04","5/23/2013 09:16:19"
"48","798302034150","8","93.61","5/23/2013 09:42:27"
"48","798302052116","1","249.75","5/23/2013 09:46:42"
"48","798302052130","2","161.60","5/23/2013 09:45:38"
"48","798302070332","2","94.60","5/23/2013 09:21:06"
"48","798302090521","2","102.80","5/23/2013 09:47:56"
"48","798302120143","1","121.21","5/23/2013 09:22:13"
"48","798306071342","3","90.44","5/23/2013 09:40:28"
"48","798310071116","2","87.27","5/23/2013 09:38:51"
"48","798315031337","5","119.22","5/23/2013 09:44:06"
"48","840046023058","5","597.52","5/23/2013 09:37:08"
"48","886112670115","2","72.18","5/23/2013 09:12:37"
"48","886112670122","2","71.17","5/23/2013 09:11:11"
"49","1001140","25","90.00","5/23/2013 09:57:11"
"49","5181682228786","18","90.00","5/23/2013 09:58:48"
"50","1001751","5","492.00","5/23/2013 10:32:41"
"50","735858245579","1","1685.00","5/23/2013 10:35:19"
"50","735858255905","2","541.00","5/23/2013 10:34:46"
"51","731304256601","10","748.64","5/23/2013 11:16:48"
"52","1000881","1","2127.00","5/23/2013 16:38:06"
"52","1001095","1","1865.00","5/23/2013 16:39:55"
"52","1001790","1","5069.45","5/23/2013 16:54:53"
"52","1001791","1","2250.42","5/23/2013 17:04:11"
"53","027242961203","2","4924.21","5/24/2013 11:32:17"
"63","887111468826","3","3635.00","5/25/2013 10:48:30"
"64","740617207620","4","278.00","5/27/2013 10:01:38"
"65","010343906433","2","2750.92","5/27/2013 12:13:38"
"65","022265292181","2","3220.45","5/27/2013 11:55:00"
"65","022265429723","6","2547.22","5/27/2013 15:03:47"
"65","878615044982","2","90.00","5/27/2013 11:59:52"
"65","878615044999","18","90.00","5/27/2013 11:59:15"
"65","878615045002","18","97.86","5/27/2013 11:57:36"
"65","883974913435","5","451.40","5/27/2013 12:02:04"
"65","883974913619","5","575.43","5/27/2013 12:02:48"
"65","884116108368","2","2838.24","5/27/2013 12:37:16"
"65","884116114932","1","3343.57","5/27/2013 12:24:53"
"65","885909575350","1","2584.76","5/27/2013 12:09:10"
"65","885909575411","1","3639.18","5/27/2013 12:10:41"
"65","886541847867","1","2357.92","5/27/2013 12:18:37"
"65","887758297520","3","2662.34","5/27/2013 13:03:15"
"65","887758414811","3","2662.34","5/27/2013 13:04:44"
"66","027242821170","1","65.00","5/27/2013 13:20:27"
"66","027242822962","1","65.00","5/27/2013 13:19:26"
"67","027242821095","4","48.00","5/27/2013 13:42:47"
"67","027242839694","4","48.00","5/27/2013 13:44:01"
"67","027242839717","3","65.00","5/27/2013 13:45:38"
"67","085854198554","2","57.50","5/27/2013 13:34:54"
"67","085854214179","2","57.50","5/27/2013 13:35:56"
"67","085854218740","2","110.00","5/27/2013 13:27:05"
"67","085854218757","2","110.00","5/27/2013 13:23:48"
"67","085854219969","2","140.00","5/27/2013 13:51:51"
"67","085854221764","2","120.00","5/27/2013 13:32:00"
"67","085854222068","2","140.00","5/27/2013 13:29:42"
"67","8432426346677","1","325.00","5/27/2013 13:40:37"
"68","010343884892","1","3663.33","5/27/2013 14:27:47"
"69","798302120143","2","116.28","5/27/2013 14:29:52"
"70","887111885036","3","2457.74","5/27/2013 15:39:20"
"71","013803160062","2","774.47","5/28/2013 09:19:29"
"72","10006962","5","95.00","5/28/2013 16:04:42"
"72","1001478","5","115.00","5/28/2013 15:55:33"
"72","1001816","8","23.00","5/28/2013 16:00:39"
"72","1001817","5","39.00","5/28/2013 16:10:58"
"72","4713621955746","3","85.00","5/28/2013 15:49:42"
"72","766623421010","5","35.00","5/28/2013 15:51:04"
"72","766623421027","3","59.00","5/28/2013 15:52:04"
"73","0F10383","2","615.00","5/28/2013 16:17:12"
"73","1001819","5","92.50","5/28/2013 16:25:40"
"73","735858245579","1","1700.00","5/28/2013 16:15:42"
"73","JPT50E","5","474.00","5/28/2013 16:22:41"
"73","WCC2ED380001","5","492.00","5/28/2013 16:18:34"
"74","027242859135","1","4580.00","5/29/2013 13:15:19"
"75","1000897","10","9.92","5/29/2013 15:15:09"
"75","1001820","3","364.13","5/29/2013 15:12:20"
"75","619659000417","10","42.84","5/29/2013 15:16:31"
"75","619659066888","2","87.15","5/29/2013 15:32:57"
"75","740617193671","10","60.33","5/29/2013 15:20:42"
"75","740617198225","10","61.63","5/29/2013 15:22:13"
"75","829160399829","2","286.83","5/29/2013 15:13:52"
"76","887111468826","3","3635.41","5/29/2013 15:33:58"
"77","635753620443","3","514.17","5/29/2013 16:11:24"
"77","886111730506","2","561.25","5/29/2013 16:07:04"
"78","1001822","1","699.00","5/29/2013 17:42:47"
"78","885909395095","1","1300.00","5/29/2013 17:33:05"
"78","X000DB5W6J","1","2037.00","5/29/2013 17:44:28"
"79","1001824","16","82.94","5/30/2013 09:35:25"
"79","1001826","1","647.58","5/30/2013 09:44:16"
"79","1001828","1","163.00","5/30/2013 09:49:24"
"79","878615044982","30","88.03","5/30/2013 09:32:58"
"79","X000DTV945","20","185.00","5/30/2013 09:42:06"
"79","X000DVK50H","1","201.00","5/30/2013 09:46:13"
"79","X000FL8WV9","1","212.37","5/30/2013 09:47:00"
"83","884116108382","3","4165.00","5/30/2013 17:01:10"
"83","885909582969","1","9970.00","5/30/2013 17:20:12"
"83","886227338436","2","3584.00","5/30/2013 17:11:27"
"83","886227349449","2","3584.00","5/30/2013 17:12:56"
"83","886227354344","1","3584.00","5/30/2013 17:07:12"
"84","619659000417","50","42.54","5/31/2013 15:20:09"
"84","619659000424","50","49.85","5/31/2013 15:20:29"
"84","619659000431","25","81.61","5/31/2013 15:21:10"
"84","619659053857","15","147.78","5/31/2013 15:23:17"
"84","685417065684","15","745.88","5/31/2013 15:27:18"
"84","798302180031","15","50.64","5/31/2013 15:24:48"
"85","887758297551","3","3007.60","6/1/2013 09:11:25"
"87","017817392815","1","1063.00","6/3/2013 11:32:16"
"87","027242960428","2","4475.00","6/3/2013 16:42:02"
"87","840046024871","1","4226.00","6/3/2013 11:23:16"
"88","1001841","1","225.00","6/3/2013 12:07:11"
"88","X000AMZU31","6","397.00","6/3/2013 12:04:41"
"88","X000CF0YHN","1","575.65","6/3/2013 12:05:41"
"89","013803148022","40","399.00","6/4/2013 11:19:19"
"90","10003398","12","280.83","6/4/2013 11:36:46"
"90","735858245579","1","1790.04","6/4/2013 11:34:33"
"91","798306101377","26","245.37","6/4/2013 11:48:51"
"92","10001035","5","13.66","6/4/2013 15:53:57"
"92","1001844","10","29.71","6/4/2013 16:12:58"
"92","619659025588","2","130.35","6/4/2013 15:48:58"
"92","619659067021","5","50.13","6/4/2013 15:46:47"
"92","740617126822","2","95.54","6/4/2013 15:45:13"
"92","798302034129","3","71.40","6/4/2013 16:16:05"
"92","798302070301","1","75.60","6/4/2013 15:41:47"
"92","798302070356","2","95.91","6/4/2013 15:43:05"
"92","798303071185","2","183.14","6/4/2013 15:58:50"
"92","798314071426","5","90.87","6/4/2013 15:50:21"
"92","885370046854","1","593.24","6/4/2013 16:18:45"
"92","886112670115","2","73.03","6/4/2013 15:36:46"
"92","886112670122","1","72.91","6/4/2013 15:37:23"
"92","886112894856","2","604.29","6/4/2013 15:40:01"
"93","1001114","2","177.00","6/4/2013 16:24:50"
"93","740617207620","2","278.00","6/4/2013 16:28:13"
"93","766623306119","8","39.00","6/4/2013 16:38:11"
"93","766623311731","10","37.00","6/4/2013 16:38:37"
"93","766623349369","10","14.00","6/4/2013 16:30:31"
"98","4710728124440","20","69.75","6/4/2013 17:30:11"
"99","740617181654","12","219.69","6/5/2013 13:21:21"
"100","022265429723","2","2547.22","6/5/2013 15:52:07"
"101","735858245913","1","1106.43","6/5/2013 16:29:23"
"102","610839187089","3","455.06","6/5/2013 16:33:49"
"103","X0002CJ3HD","1","197.00","6/7/2013 10:08:28"
"103","X000C47K1H","1","147.00","6/7/2013 09:00:07"
"103","X000E5RGNB","1","192.90","6/7/2013 11:28:57"
"103","X000G9H5LD","1","197.00","6/7/2013 09:10:16"
"104","740617169836","15","36.09","6/7/2013 11:45:45"
"105","887111761903","1","7287.70","6/7/2013 15:34:55"
"106","022265303085","1","5120.79","6/7/2013 15:39:17"
"107","884116108368","2","2838.24","6/11/2013 09:00:46"
"108","022265424056","2","4548.00","6/11/2013 09:02:03"
"109","027242960275","2","4480.00","6/11/2013 09:34:46"
"109","027242961067","2","5030.00","6/11/2013 09:46:54"
"109","884116062967","3","1100.00","6/11/2013 10:04:35"
"109","884116107958","3","4489.00","6/11/2013 10:01:46"
"110","1000624","5","142.00","6/12/2013 11:35:35"
"110","4717677320244","10","361.00","6/12/2013 11:34:45"
"110","735858217798","10","1090.00","6/12/2013 11:33:42"
"111","4710728126772","2","200.85","6/12/2013 11:58:08"
"111","811176000165","10","43.17","6/12/2013 12:00:09"
"111","811176003005","10","44.68","6/12/2013 12:01:56"
"112","022265292181","1","3220.45","6/12/2013 14:38:56"
"112","022265429723","1","2547.22","6/12/2013 14:16:32"
"112","027242860919","1","5356.86","6/12/2013 14:52:43"
"112","027242861534","1","5611.96","6/12/2013 14:56:38"
"112","883974913619","5","575.43","6/12/2013 14:57:26"
"112","886227126934","3","2082.82","6/12/2013 14:46:59"
"112","886227213108","1","2777.04","6/12/2013 14:51:41"
"112","886227412365","1","3148.64","6/12/2013 14:51:10"
"112","887111474032","1","4507.28","6/12/2013 14:45:00"
"112","887758025710","2","3049.52","6/12/2013 14:21:15"
"112","887758297551","1","3007.60","6/12/2013 14:28:48"
"112","887758414811","1","2662.34","6/12/2013 14:46:00"
"113","1001226","3","87.00","6/12/2013 15:08:01"
"113","1001863","3","119.00","6/12/2013 15:16:53"
"113","4713621226013","2","100.00","6/12/2013 15:04:02"
"113","766623701662","15","15.50","6/12/2013 15:17:40"
"114","013803215014","12","111.04","6/12/2013 15:20:05"
"114","013803215038","12","146.04","6/12/2013 15:23:40"
"115","10000533","12","10.00","6/12/2013 15:32:19"
"115","10000724","5","55.00","6/12/2013 15:32:37"
"115","10000731","12","85.00","6/12/2013 15:32:00"
"115","10000755","12","70.00","6/12/2013 15:31:45"
"115","10000762","5","85.00","6/12/2013 15:32:49"
"116","1000624","5","142.00","6/12/2013 15:41:56"
"116","1001611","10","495.00","6/12/2013 15:39:19"
"116","4711140876979","12","445.00","6/12/2013 15:34:10"
"116","4717677320244","8","360.00","6/12/2013 15:40:03"
"116","735858245579","1","1670.00","6/12/2013 15:37:04"
"116","735858245913","1","1095.00","6/12/2013 15:35:50"
"116","735858251501","5","538.00","6/12/2013 15:45:51"
"117","10001080","10","6.95","6/12/2013 16:16:58"
"117","4719331836122","1","339.32","6/12/2013 16:50:58"
"117","619659066871","8","36.09","6/12/2013 16:39:59"
"117","619659067021","10","49.48","6/12/2013 16:46:14"
"117","685417043484","10","751.58","6/12/2013 16:24:05"
"117","740617120639","10","46.22","6/12/2013 16:38:01"
"117","740617173741","4","92.04","6/12/2013 16:26:24"
"117","740617213768","3","343.09","6/12/2013 16:21:01"
"117","798302010192","608","3.38","6/12/2013 16:35:18"
"117","798302032866","400","1.00","6/12/2013 16:31:23"
"117","AC497THK10","12","71.87","6/12/2013 16:49:34"
"118","10002896","2","164.50","6/12/2013 16:54:29"
"119","027242861534","1","5611.96","6/12/2013 17:14:19"
"120","013803118551","25","233.00","6/12/2013 17:35:01"
"122","1001868","1","450.00","6/12/2013 18:09:45"
"122","4710728124310","2","86.59","6/12/2013 17:59:19"
"122","4710728124327","2","86.59","6/12/2013 17:57:21"
"122","4710728124341","2","86.59","6/12/2013 17:59:36"
"122","4710728126314","2","86.59","6/12/2013 17:59:57"
"122","4713435795934","1","766.54","6/12/2013 17:51:24"
"122","735858245579","1","1723.18","6/12/2013 18:05:01"
"122","749555070600","2","271.51","6/12/2013 18:02:49"
"122","811176000165","2","43.60","6/12/2013 17:56:27"
"122","811176001001","2","36.60","6/12/2013 17:55:23"
"122","811176003005","2","45.10","6/12/2013 17:54:42"
"123","1001529","1","720.00","6/12/2013 18:24:00"
"123","1001869","1","1295.00","6/12/2013 18:28:54"
"123","713757522724","21","155.00","6/12/2013 18:19:52"
"123","713757522823","1","269.00","6/12/2013 18:20:55"
"123","713757523028","1","765.00","6/12/2013 18:20:13"
"123","CT7013","1","1510.00","6/12/2013 18:26:48"
"124","010343812628","20","10.00","6/14/2013 17:14:36"
"125","1001871","1","644.00","6/17/2013 13:14:00"
"125","REVA03","1","430.00","6/17/2013 13:24:21"
"125","SKU046482","1","102.00","6/17/2013 13:11:43"
"125","X0005XW64B","1","185.00","6/17/2013 13:16:28"
"125","X000A7MC69","1","139.00","6/17/2013 13:19:16"
"125","X000D1397N","1","523.00","6/17/2013 13:15:23"
"126","022265429723","8","2547.22","6/18/2013 13:29:20"
"126","887758025710","1","3049.52","6/18/2013 15:22:25"
"126","887758297551","1","3007.60","6/18/2013 19:26:27"
"127","010343888272","1","71.15","6/18/2013 17:38:02"
"127","010343888289","1","71.15","6/18/2013 17:39:47"
"127","010343888296","1","71.15","6/18/2013 17:40:50"
"127","010343888302","1","71.15","6/18/2013 17:39:00"
"127","010343888319","1","71.00","6/18/2013 17:37:17"
"127","1001876","1","552.90","6/18/2013 17:30:34"
"127","1001882","1","71.15","6/18/2013 17:41:39"
"128","685417036486","12","751.57","6/18/2013 17:44:02"
"128","798302180031","18","47.74","6/18/2013 17:43:16"
"129","10003398","16","279.38","6/18/2013 17:52:04"
"129","1001883","20","71.50","6/18/2013 17:55:04"
"129","4710728126017","16","32.38","6/18/2013 17:56:10"
"130","013803118551","25","300.59","6/18/2013 18:06:43"
"131","1000624","20","142.00","6/18/2013 18:09:31"
"131","1001751","12","489.00","6/18/2013 18:09:07"
"132","10001271","2","12.19","6/20/2013 14:51:18"
"132","10007884","2","165.55","6/20/2013 14:56:03"
"132","1001844","10","32.42","6/20/2013 14:59:43"
"132","588003973116","4","156.24","6/20/2013 15:16:35"
"132","619659000424","28","43.53","6/20/2013 14:46:46"
"132","619659066871","5","36.12","6/20/2013 15:18:50"
"132","619659070632","20","80.07","6/20/2013 15:21:59"
"132","740617120639","15","46.98","6/20/2013 15:20:24"
"132","798302034129","5","96.40","6/20/2013 15:02:44"
"132","798302034174","2","273.84","6/20/2013 15:14:28"
"132","798302050013","2","144.30","6/20/2013 15:11:39"
