"158","4713621725806","1","70.00","17.00","11/12/2012 16:29:34",""
"160","740617176964","1","55.00","2.00","11/13/2012 08:26:57",""
"160","811176000165","1","55.00","32.00","11/13/2012 08:19:46",""
"161","4710728129124","1","176.00","44.00","11/13/2012 09:50:50",""
"162","6936103601193","1","89.00","22.00","11/13/2012 10:55:35",""
"163","740617176964","1","55.00","2.00","11/13/2012 11:27:01",""
"164","740617176964","1","55.00","2.00","11/13/2012 11:36:49",""
"165","10006252","1","25.00","7.00","11/13/2012 12:40:12",""
"166","766623404211","1","45.00","16.00","11/13/2012 12:42:13",""
"167","8756874598762","2","58.00","9.00","11/13/2012 13:01:17",""
"168","4713621725813","1","40.00","-13.00","11/13/2012 13:06:20",""
"169","013803133677","1","749.00","159.00","11/13/2012 13:27:27",""
"169","619659039639","1","57.00","13.00","11/13/2012 13:28:18",""
"169","719192186019","2","907.00","182.00","11/13/2012 13:30:35",""
"170","619659066871","1","30.00","4.00","11/13/2012 14:41:15",""
"171","798306101377","1","318.00","54.00","11/13/2012 15:07:53",""
"172","790069346170","1","140.00","22.00","11/13/2012 15:38:03",""
"173","751492428451","1","199.00","41.00","11/13/2012 16:16:09",""
"174","740617176964","1","55.00","2.00","11/13/2012 16:17:13",""
"175","751492428451","1","199.00","41.00","11/13/2012 16:40:46",""
"176","10000755","1","85.00","15.00","11/13/2012 16:55:35",""
"177","740617176964","1","55.00","2.00","11/13/2012 17:03:55",""
"178","807284700844","5","2.00","1.00","11/13/2012 17:10:19",""
"179","10001554","1","20.00","13.00","11/13/2012 17:37:07",""
"180","718037797656","1","1116.00","159.00","11/13/2012 17:47:53",""
"181","811176000165","1","63.00","40.00","11/13/2012 18:07:50",""
"182","X000COWDGJ","1","195.00","110.00","11/14/2012 08:37:20",""
"183","844767003641","1","185.00","67.00","11/14/2012 10:26:32",""
"184","013803099003","1","142.00","23.00","11/14/2012 10:37:37",""
"184","013803099027","1","183.00","30.00","11/14/2012 10:37:23",""
"185","619659068769","1","42.00","3.00","11/14/2012 11:32:44",""
"186","751492428451","1","199.00","41.00","11/14/2012 11:44:48",""
"187","736211597588","1","165.00","78.00","11/14/2012 12:23:41",""
"187","886111389506","1","4495.00","758.00","11/14/2012 12:23:19",""
"188","4710728123016","1","33.00","6.00","11/14/2012 12:51:59",""
"189","AB190GEN04","1","35.00","21.00","11/14/2012 13:11:08",""
"190","7406176000975","1","25.00","7.00","11/14/2012 13:16:38",""
"191","10000830","1","24.00","6.00","11/14/2012 13:29:43",""
"192","619659068769","1","42.00","3.00","11/14/2012 13:57:36",""
"193","AW102NXT04","3","2.00","1.00","11/14/2012 14:18:19",""
"195","10000588","1","36.00","9.00","11/14/2012 14:56:20",""
"196","766623177658","1","40.00","10.00","11/14/2012 15:57:27",""
"197","798310071116","1","109.00","67.00","11/14/2012 16:07:35",""
"198","10001233","1","30.00","16.00","11/14/2012 16:21:59",""
"198","10001479","1","5.00","1.00","11/14/2012 16:20:30",""
"199","798308071098","1","660.00","144.00","11/14/2012 16:41:24",""
"201","4710728126925","1","26.00","7.00","11/14/2012 17:04:05",""
"201","807284700868","2","3.00","2.00","11/14/2012 17:03:52",""
"202","10000762","1","100.00","15.00","11/14/2012 17:15:58",""
"203","10000946","1","100.00","35.00","11/14/2012 17:21:40",""
"204","10000731","1","100.00","15.00","11/14/2012 18:07:49",""
"205","751492428451","1","199.00","41.00","11/14/2012 18:14:35",""
"206","810731012094","1","250.00","59.00","11/15/2012 09:35:52",""
"207","751492428451","1","199.00","41.00","11/15/2012 10:11:15",""
"208","10006504","1","6900.00","2303.00","11/15/2012 10:16:55",""
"213","AB140GEN03","1","14.00","1.00","11/15/2012 12:06:43",""
"214","4710728126772","1","275.00","77.00","11/15/2012 13:39:05",""
"215","878615037069","1","170.00","90.00","11/15/2012 14:02:03",""
"216","X000ALCHRT","1","39.00","16.00","11/15/2012 14:24:18",""
"217","685417043682","1","1050.00","165.00","11/15/2012 15:10:31",""
"218","798302060555","1","26.00","7.00","11/15/2012 15:12:01",""
"219","5352895478415","1","40.00","6.00","11/15/2012 15:25:38",""
"220","4710728129414","1","155.00","32.00","11/15/2012 16:30:26",""
"220","5352895478422","1","42.00","9.00","11/15/2012 16:33:49",""
"220","B5N71UT#ABA","1","4995.00","1519.00","11/15/2012 16:29:08",""
"221","068888907682","1","45.00","14.00","11/15/2012 16:31:34",""
"221","10001080","1","15.00","4.00","11/15/2012 16:31:50",""
"221","10001233","1","35.00","21.00","11/15/2012 16:31:43",""
"221","798302070233","1","55.00","8.00","11/15/2012 16:32:05",""
"222","740617128147","1","55.00","1.00","11/15/2012 16:37:07",""
"223","10005859","2","2400.00","465.00","11/15/2012 17:53:07",""
"223","685417025985","1","850.00","105.00","11/15/2012 17:56:36",""
"223","719192186019","1","850.00","125.00","11/15/2012 17:55:45",""
"224","10000588","1","30.00","3.00","11/15/2012 17:57:48",""
"225","AC144GEN40","1","105.00","17.00","11/15/2012 18:03:54",""
"226","J2G4lt1","1","7000.00","1303.00","11/15/2012 18:10:42",""
"227","091163237068","1","565.00","132.00","11/15/2012 18:14:48",""
"228","740617128147","1","61.00","7.00","11/15/2012 18:32:15",""
"229","619659068769","1","42.00","3.00","11/15/2012 18:38:11",""
"230","5352895478422","1","40.00","7.00","11/15/2012 18:38:16",""
"231","619659068769","2","42.00","3.00","11/16/2012 09:41:37",""
"231","740617113983","4","30.00","2.00","11/16/2012 09:40:44",""
"232","10006818","1","2100.00","208.00","11/16/2012 10:36:38",""
"232","10006856","4","2755.00","610.00","11/16/2012 10:30:30",""
"232","719192186019","4","745.00","20.00","11/16/2012 10:31:09",""
"232","885909540907","1","7000.00","1077.00","11/16/2012 10:35:16",""
"232","886541329462","1","2300.00","48.00","11/16/2012 10:38:24",""
"233","010343884151","2","4100.00","63.00","11/16/2012 10:44:36",""
"234","4710728126925","1","25.00","6.00","11/16/2012 11:16:02",""
"235","10001271","1","12.00","0.00","11/16/2012 11:21:18",""
"235","10001684","1","170.00","25.00","11/16/2012 11:21:50",""
"236","6936103601186","1","39.00","11.00","11/16/2012 12:26:20",""
"237","10001134","1","10.00","1.00","11/16/2012 12:45:30",""
"237","766623177627","1","35.00","5.00","11/16/2012 12:45:11",""
"238","10006764","1","100.00","25.00","11/16/2012 12:54:54",""
"238","619659066994","1","30.00","-1.00","11/16/2012 12:55:10",""
"239","4710728125355","1","205.00","47.00","11/16/2012 13:30:43",""
"240","10006252","1","25.00","7.00","11/16/2012 13:39:33",""
"241","091163229148","1","45.00","8.00","11/16/2012 13:42:51",""
"242","740617169836","1","55.00","3.00","11/16/2012 13:43:46",""
"243","10000533","2","15.00","3.00","11/16/2012 14:16:48",""
"244","740617169836","1","62.00","10.00","11/16/2012 14:38:54",""
"246","4713621725790","1","65.00","12.00","11/16/2012 15:22:51",""
"247","4905524855388","1","1000.00","189.00","11/16/2012 15:36:25",""
"247","P808000345","1","1000.00","189.00","11/16/2012 15:37:09",""
"247","P80805435F","1","1000.00","190.00","11/16/2012 15:37:33",""
"248","740617169836","1","60.00","8.00","11/16/2012 16:18:20",""
"249","729507947570","1","325.00","171.00","11/16/2012 16:34:11",""
"250","798304071054","1","90.00","18.00","11/16/2012 16:47:03",""
"251","766623100779","1","58.00","11.00","11/16/2012 18:15:14",""
"252","859381000532","1","125.00","23.00","11/16/2012 18:18:39",""
"253","10001165","1","8.00","3.00","11/17/2012 09:52:10",""
"254","740617128147","1","65.00","11.00","11/17/2012 10:48:35",""
"255","6587421589702","1","30.00","10.00","11/17/2012 10:56:55",""
"255","740617169836","1","55.00","3.00","11/17/2012 10:56:48",""
"259","740617169836","1","55.00","3.00","11/17/2012 11:23:55",""
"260","4710728129421","1","1.00","-197.00","11/17/2012 12:29:09",""
"260","4713435794302","1","800.00","164.00","11/17/2012 11:35:18",""
"260","619659039639","1","55.00","11.00","11/17/2012 12:50:23",""
"260","798304071054","1","1.00","-71.00","11/17/2012 12:29:54",""
"260","798306071342","1","1.00","-89.00","11/17/2012 12:28:22",""
"260","887111019615","1","6000.00","1580.00","11/17/2012 11:33:43",""
"261","10001684","1","158.00","13.00","11/17/2012 11:45:30",""
"261","610839359400","1","506.00","192.00","11/17/2012 11:47:00",""
"261","735858217798","1","1218.00","110.00","11/17/2012 11:45:03",""
"261","740617181654","1","206.00","54.00","11/17/2012 11:45:14",""
"261","ST31000524AS","1","860.00","860.00","11/17/2012 11:46:37",""
"262","740617169836","1","55.00","3.00","11/17/2012 11:56:05",""
"263","10006979","1","120.00","13.00","11/17/2012 11:58:27",""
"264","740617169836","1","55.00","3.00","11/17/2012 12:00:44",""
"266","X000CGT5DL","1","660.00","44.00","11/17/2012 12:11:35",""
"267","740617152326","1","35.00","8.00","11/17/2012 12:52:53",""
"267","798302070301","1","90.00","22.00","11/17/2012 12:37:14",""
"268","10006764","6","90.00","15.00","11/17/2012 13:22:29",""
"268","172#03995#28021038","1","220.00","63.00","11/17/2012 13:10:07",""
"268","619659066994","4","31.00","0.00","11/17/2012 13:12:10",""
"268","843591010801","4","225.00","65.00","11/17/2012 12:58:21",""
"269","619659066994","1","36.00","5.00","11/17/2012 13:07:48",""
"270","886111610266","1","235.00","36.00","11/17/2012 14:28:10",""
"271","4713621725790","1","60.00","7.00","11/17/2012 14:43:04",""
"272","X000867MEJ","1","55.00","17.00","11/17/2012 14:54:47",""
"273","798302032538","1","25.00","13.00","11/17/2012 15:03:46",""
"273","AW102NXT04","6","2.00","1.00","11/17/2012 15:04:05",""
"274","619659066994","1","36.00","5.00","11/17/2012 15:32:28",""
"275","10000892","1","200.00","39.00","11/17/2012 15:57:32",""
"275","619659066994","1","36.00","5.00","11/17/2012 15:54:42",""
"276","091163219231","1","98.00","20.00","11/17/2012 16:07:55",""
"277","5352895478415","1","40.00","6.00","11/17/2012 16:18:20",""
"277","766623100779","1","60.00","13.00","11/17/2012 16:16:44",""
"278","10000755","1","85.00","15.00","11/19/2012 08:37:48",""
"279","619659068769","1","42.00","3.00","11/19/2012 09:16:54",""
"280","091163801221","1","134.00","21.00","11/19/2012 10:12:42",""
"282","763649030851","1","1400.00","360.00","11/19/2012 10:32:39",""
"283","740617128147","1","65.00","11.00","11/19/2012 10:42:21",""
"284","685417037681","1","1200.00","24.00","11/19/2012 11:28:47",""
"284","843368013721","1","633.00","191.00","11/19/2012 11:27:25",""
"285","798302070202","1","130.00","26.00","11/19/2012 12:28:33",""
"285","798305071336","1","105.00","14.00","11/19/2012 12:23:22",""
"285","B0042Q5K7Q","1","375.00","230.00","11/19/2012 12:26:13",""
"286","10006344","1","800.00","267.00","11/19/2012 12:35:31",""
"287","6958743619567","1","145.00","30.00","11/19/2012 13:24:11",""
"288","10006979","1","138.00","31.00","11/19/2012 13:40:03",""
"289","740617128147","1","65.00","11.00","11/19/2012 13:44:12",""
"290","619659068769","5","42.00","3.00","11/19/2012 13:50:59",""
"290","619659081522","5","42.00","5.00","11/19/2012 13:50:35",""
"290","619659081690","5","42.00","5.00","11/19/2012 13:50:47",""
"293","798302070332","1","115.00","23.00","11/19/2012 14:39:43",""
"294","710931503579","1","140.00","31.00","11/19/2012 14:43:42",""
"296","10001165","1","8.00","3.00","11/19/2012 15:42:38",""
"297","10001165","1","8.00","3.00","11/19/2012 15:51:42",""
"298","619659066994","1","35.00","4.00","11/19/2012 15:53:06",""
"299","619659066994","1","35.00","4.00","11/19/2012 15:56:00",""
"301","4713621725806","1","70.00","17.00","11/19/2012 17:06:01",""
"301","619659066994","1","36.00","5.00","11/19/2012 17:06:07",""
"302","811176000165","1","50.00","27.00","11/19/2012 17:14:53",""
"303","740617128147","1","60.00","6.00","11/19/2012 17:28:07",""
"304","761345770941","2","100.00","12.00","11/19/2012 17:32:01",""
"306","740617113983","1","33.00","5.00","11/19/2012 18:16:49",""
"307","619659066994","1","36.00","5.00","11/19/2012 18:22:42",""
"308","619659066994","1","35.00","4.00","11/20/2012 11:12:50",""
"309","798302032538","1","25.00","13.00","11/20/2012 11:48:30",""
"310","619659066994","1","36.00","5.00","11/20/2012 12:44:15",""
"311","7406176000975","1","25.00","7.00","11/20/2012 13:24:28",""
"312","884420854500","1","595.00","48.00","11/20/2012 13:59:27",""
"313","829160902227","2","185.00","43.00","11/20/2012 14:52:41",""
"314","829160902210","1","135.00","23.00","11/20/2012 14:59:16",""
"314","WCC2ED380001","1","740.00","130.00","11/20/2012 14:59:07",""
"315","10000755","1","80.00","10.00","11/20/2012 15:57:07",""
"316","4710728129414","1","1.00","-122.00","11/20/2012 16:15:26",""
"316","588003973116","1","213.00","53.00","11/20/2012 16:16:05",""
"316","798303071314","1","1.00","-90.00","11/20/2012 16:28:18",""
"316","798304071054","1","1.00","-71.00","11/20/2012 16:21:03",""
"316","887111019615","1","5364.00","944.00","11/20/2012 16:14:28",""
"317","736211597588","1","165.00","78.00","11/20/2012 16:33:32",""
"318","LY105UAR#ABC","1","4576.00","787.00","11/20/2012 17:05:53",""
"319","619659066994","1","35.00","4.00","11/20/2012 17:01:39",""
"320","4710728127885","1","35.00","8.00","11/20/2012 17:18:26",""
"321","710931503579","1","125.00","16.00","11/20/2012 17:30:57",""
"322","4710728127946","1","255.00","57.00","11/20/2012 17:35:32",""
"323","751492428451","1","199.00","41.00","11/20/2012 17:51:04",""
"324","8756874598762","1","62.00","13.00","11/20/2012 17:51:44",""
"325","798302010147","20","5.00","2.00","11/20/2012 17:53:14",""
"326","751492428451","1","200.00","42.00","11/20/2012 18:21:55",""
"327","6587421589702","1","30.00","10.00","11/21/2012 09:00:19",""
"328","798302034150","2","115.00","25.00","11/21/2012 10:38:44",""
"329","884962566756","1","565.00","52.00","11/21/2012 11:19:50",""
"330","10002056","1","180.00","179.00","11/21/2012 11:26:17",""
"331","807284700868","50","2.85","1.97","11/21/2012 17:07:46",""
"332","619659068769","1","42.00","3.00","11/21/2012 15:23:48",""
"333","4710728126383","1","68.00","14.00","11/21/2012 15:32:53",""
"333","X000AHH93P","1","375.00","257.00","11/21/2012 15:32:29",""
"334","8416816840136","1","45.00","8.00","11/21/2012 15:50:56",""
"335","P54510770B","1","7500.00","2460.00","11/21/2012 16:37:56",""
"336","729507947570","1","325.00","171.00","11/21/2012 16:43:00",""
"337","6587421589702","1","28.00","8.00","11/21/2012 17:08:38",""
"337","6936103601193","1","84.00","17.00","11/21/2012 17:08:30",""
"338","725184712173","1","199.00","24.00","11/21/2012 17:16:47",""
"339","751492428451","1","199.00","41.00","11/21/2012 17:25:09",""
"340","X000CGT5DL","1","660.00","44.00","11/21/2012 17:45:20",""
"341","10007761","1","72.00","19.00","11/21/2012 18:07:36",""
"341","4710728124242","1","45.00","9.00","11/21/2012 18:09:16",""
"342","610839185467","1","572.00","51.00","11/22/2012 08:26:28",""
"342","730143300926","1","1353.00","123.00","11/22/2012 08:25:48",""
"343","10006276","1","225.00","50.00","11/22/2012 09:41:59",""
"344","02880157602140","1","475.00","129.00","11/22/2012 11:26:10",""
"345","10000588","3","35.00","8.00","11/22/2012 12:12:25",""
"345","5352895478415","1","40.00","4.00","11/22/2012 12:12:41",""
"347","798302010147","6","5.00","2.00","11/22/2012 12:46:31",""
"347","AW102NXT04","2","2.00","1.00","11/22/2012 12:46:47",""
"348","013803123500","2","380.00","13.12","11/23/2012 11:52:38",""
"348","091163227564","1","200.00","30.83","11/22/2012 15:08:58",""
"348","10002421","3","1200.00","-181.00","11/22/2012 15:15:30",""
"348","729507947570","2","310.00","156.00","11/22/2012 15:07:12",""
"348","766623460668","1","1.00","-67.00","11/22/2012 15:07:39",""
"348","798302140295","2","500.00","98.00","11/22/2012 16:01:38",""
"348","798306101377","2","300.00","36.00","11/22/2012 16:02:10",""
"348","885370165289","1","270.00","25.00","11/22/2012 15:06:21",""
"348","886111389506","2","3820.00","137.00","11/22/2012 15:05:31",""
"349","088698687369","1","330.00","61.00","11/22/2012 15:44:50",""
"351","878615004443","1","149.00","61.00","11/22/2012 16:18:12",""
"352","013803099003","1","140.00","23.00","11/22/2012 16:38:46",""
"353","6587421589801","1","30.00","9.00","11/22/2012 16:56:04",""
"353","AC144GEN40","1","125.00","29.00","11/22/2012 16:56:15",""
"354","013803099027","1","180.00","29.00","11/22/2012 16:59:55",""
"355","10000991","2","118.00","78.00","11/22/2012 17:32:47",""
"355","798302052116","1","285.00","47.05","11/22/2012 18:03:49",""
"356","027242840515","1","1000.00","189.76","11/22/2012 17:51:26",""
"356","886112637811","2","4695.00","615.00","11/22/2012 17:52:15",""
"356","886112646844","3","4695.00","775.00","11/22/2012 17:47:17",""
"356","P80805334D","1","1000.00","189.76","11/22/2012 17:49:22",""
"356","P80805435F","1","1000.00","189.76","11/22/2012 17:48:51",""
"357","A7096387A","1","350.00","134.00","11/22/2012 18:23:49",""
"359","10007761","1","70.00","16.58","11/22/2012 18:27:39",""
"360","013803118551","2","255.00","5.01","11/23/2012 09:04:42",""
"360","886541329462","1","2500.00","248.23","11/23/2012 09:03:37",""
"362","718037784878","1","762.00","116.82","11/23/2012 09:44:42",""
