"52","6","589","Cheque","4695.00","19","0","12/27/2012 13:50:29"
"53","6","604","Cheque","14385.00","19","0","12/27/2012 13:50:52"
"54","12","312","Cheque","595.00","155","0","12/27/2012 13:53:57"
"55","12","963","Cheque","1333.00","366","0","12/27/2012 13:54:31"
"56","12","962","Cheque","1815.00","80","0","12/27/2012 13:55:38"
"57","12","607","Cheque","1845.00","80","0","12/27/2012 13:56:23"
"58","12","622","Cheque","3660.00","80","0","12/27/2012 13:57:00"
"59","12","1043","Cheque","1366.00","80","0","12/27/2012 13:57:12"
"60","12","759","Cheque","1210.00","80","0","12/27/2012 13:57:48"
"61","12","958","Cheque","320.00","460","0","12/27/2012 18:04:52"
"62","2","785","Cheque","1699.00","389","0","12/27/2012 18:16:34"
"63","2","785","Cheque","6000.00","389","0","12/27/2012 18:16:47"
"64","2","785","Cheque","5000.00","389","0","12/27/2012 18:16:55"
"65","2","785","Cheque","221.00","389","0","12/27/2012 18:18:16"
"66","2","335","Cheque","7500.00","166","0","12/27/2012 18:23:01"
"67","2","316","Cheque","5580.00","158","0","12/27/2012 18:24:04"
"68","2","464","Cheque","3862.00","65","0","12/27/2012 18:26:13"
"69","4","1051","Efectivo","150.00","482","0","12/28/2012 11:43:48"
"70","2","785","Cheque","3175.00","389","0","12/28/2012 19:55:30"
"71","2","1115","Cheque","1825.00","389","0","12/28/2012 19:56:07"
"72","6","1186","Cheque","1000.00","530","0","12/28/2012 20:49:16"
"73","6","261","Efectivo","200.00","15","0","12/29/2012 14:00:46"
"74","6","522","Cheque","6500.00","19","0","12/31/2012 14:54:23"
"75","6","587","Cheque","3374.00","10","0","12/31/2012 14:56:38"
"76","6","735","Efectivo","9550.00","10","0","12/31/2012 14:56:52"
"77","6","752","Cheque","22250.00","10","0","12/31/2012 14:57:17"
"78","6","953","Cheque","19160.00","10","0","12/31/2012 14:57:28"
"79","6","994","Cheque","25332.00","10","0","12/31/2012 14:59:49"
"80","6","1229","Cheque","2275.00","548","0","12/31/2012 17:59:08"
"81","6","910","Cheque","1765.55","318","0","12/31/2012 18:02:40"
"82","2","1115","Cheque","2100.00","389","0","1/3/2013 10:52:32"
"83","4","1459","Cheque","300.00","608","0","1/11/2013 12:57:41"
"84","6","569","Efectivo","200.00","52","0","1/14/2013 10:27:56"
"85","4","980","Efectivo","100.00","182","0","1/15/2013 11:19:27"
"86","2","795","Efectivo","600.00","391","0","1/15/2013 12:42:33"
"87","2","1046","Efectivo","3700.00","391","0","1/15/2013 12:42:52"
"88","2","1047","Cheque","2000.00","480","0","1/16/2013 10:51:58"
"89","2","1115","Cheque","4900.00","389","0","1/16/2013 10:55:13"
"90","2","1412","Cheque","1200.00","389","0","1/16/2013 11:04:14"
"91","6","1522","Cheque","2750.00","628","0","1/17/2013 20:14:05"
"92","2","1115","Cheque","6460.00","389","0","1/17/2013 20:15:01"
"93","2","1181","Cheque","4205.00","389","0","1/17/2013 20:15:34"
"94","3","1597","Efectivo","4013.00","352","0","1/18/2013 20:02:28"
"95","6","1497","Cheque","2550.00","410","0","1/20/2013 10:37:31"
"96","12","78","Cheque","265.00","65","0","1/21/2013 12:48:45"
"97","12","769","Cheque","478.00","158","0","1/21/2013 12:49:32"
"98","12","1606","Cheque","650.00","65","0","1/21/2013 12:50:46"
"99","2","1591","Cheque","20023.00","158","0","1/21/2013 16:26:52"
"100","2","967","Cheque","1500.00","166","0","1/21/2013 16:31:42"
"101","2","1181","Cheque","4100.00","389","0","1/22/2013 18:54:18"
"102","2","1047","Cheque","2000.00","480","0","1/22/2013 20:13:17"
"103","4","1738","Cheque","295.00","352","0","1/23/2013 11:39:26"
"104","12","1682","Cheque","265.00","15","0","1/23/2013 17:58:33"
"105","4","569","Efectivo","200.00","52","0","1/24/2013 16:26:49"
"106","12","1273","Cheque","3680.00","559","0","1/24/2013 19:38:41"
"107","2","1181","Cheque","1485.00","389","0","1/25/2013 19:26:16"
"108","2","1234","Cheque","5.00","389","0","1/25/2013 19:26:35"
"109","5","1693","Efectivo","590.00","135","0","1/27/2013 16:39:25"
"110","4","980","Efectivo","75.00","182","0","1/28/2013 12:15:52"
"111","2","1047","Cheque","3000.00","480","0","1/28/2013 19:32:15"
"112","6","1229","Efectivo","4245.00","548","0","1/31/2013 15:56:13"
"113","6","1230","Efectivo","4465.00","548","0","1/31/2013 15:56:28"
"114","6","1476","Cheque","80830.00","10","0","1/31/2013 18:22:12"
"115","4","1990","Efectivo","75.00","255","0","1/31/2013 19:55:49"
"116","2","1328","Cheque","360.00","460","0","1/31/2013 19:57:10"
"117","4","1437","Efectivo","135.00","178","0","1/31/2013 19:58:27"
"118","2","1831","Cheque","1311.00","9","0","1/31/2013 21:17:22"
"119","6","910","Cheque","2400.00","318","0","1/31/2013 21:41:58"
"120","6","591","Cheque","610.00","318","0","1/31/2013 21:42:28"
"121","6","833","Efectivo","4450.00","371","0","1/31/2013 21:45:00"
"122","6","742","Efectivo","550.00","374","0","1/31/2013 21:48:06"
"123","12","1974","Cheque","650.00","352","0","2/1/2013 12:29:01"
"124","2","280","Cheque","134.00","49","0","2/1/2013 13:42:17"
"125","2","86","Cheque","100.00","49","0","2/1/2013 13:42:33"
"126","2","52","Cheque","188.00","49","0","2/1/2013 13:42:47"
"127","2","542","Cheque","630.00","303","0","2/1/2013 13:44:33"
"128","2","1597","Cheque","4013.00","352","0","2/1/2013 14:00:07"
"129","6","1666","Cheque","24464.00","664","0","2/1/2013 17:19:57"
"130","6","1775","Cheque","5575.00","664","0","2/1/2013 17:20:13"
"131","12","1303","Cheque","3880.00","568","0","2/1/2013 18:25:09"
"132","2","797","Cheque","225.00","169","0","2/1/2013 19:48:06"
"133","2","797","Cheque","225.00","169","0","2/1/2013 19:48:07"
"134","2","342","Cheque","775.00","169","0","2/1/2013 19:48:25"
"135","2","1227","Cheque","555.00","491","0","2/1/2013 19:57:45"
"136","2","1341","Cheque","68.00","491","0","2/1/2013 19:58:01"
"137","1","261","Cheque","200.00","15","0","2/1/2013 19:58:02"
"138","1","261","Efectivo","200.00","15","0","2/2/2013 12:53:11"
"139","5","1325","Cheque","2100.00","577","0","2/2/2013 15:44:12"
"140","5","2077","Efectivo","800.00","761","0","2/2/2013 17:21:45"
"141","3","569","Efectivo","100.00","52","0","2/4/2013 10:49:55"
"142","4","2028","Efectivo","175.00","157","0","2/4/2013 16:02:30"
"143","3","1120","Efectivo","2205.00","265","0","2/4/2013 17:41:31"
"144","2","1234","Cheque","2090.00","389","0","2/6/2013 15:02:28"
"145","2","1386","Cheque","237.00","389","0","2/6/2013 15:02:55"
"146","2","1556","Cheque","1673.00","389","0","2/6/2013 15:03:19"
"147","3","2193","Efectivo","225.00","18","0","2/8/2013 13:32:25"
"148","4","2196","Cheque","5700.00","311","0","2/8/2013 18:06:11"
"149","3","2104","Cheque","300.00","265","0","2/11/2013 17:32:26"
"150","3","2230","Cheque","166.00","793","0","2/11/2013 17:51:16"
"151","4","2238","Cheque","6999.00","110","0","2/12/2013 12:34:46"
"152","2","1047","Cheque","2000.00","480","0","2/13/2013 13:31:29"
"153","3","1408","Cheque","1537.00","158","0","2/13/2013 16:05:22"
"154","3","1591","Cheque","1682.00","158","0","2/13/2013 16:05:36"
"155","3","1963","Cheque","13263.00","158","0","2/13/2013 16:05:49"
"156","3","967","Cheque","1500.00","166","0","2/13/2013 16:06:40"
"157","3","2131","Cheque","20.00","166","0","2/13/2013 16:06:51"
"158","4","342","Efectivo","500.00","169","0","2/13/2013 17:13:39"
"159","4","1186","Efectivo","2250.00","530","0","2/13/2013 17:18:39"
"160","2","1556","Cheque","3600.00","389","0","2/13/2013 19:15:44"
"161","3","2215","Cheque","940.00","654","0","2/14/2013 19:04:14"
"162","3","1959","Cheque","4037.00","654","0","2/14/2013 19:05:44"
"163","3","1962","Cheque","1100.00","315","0","2/14/2013 19:09:48"
"164","3","1428","Cheque","788.00","568","0","2/14/2013 19:14:23"
"165","2","1556","Cheque","4995.00","389","0","2/15/2013 17:13:55"
"166","4","2390","Cheque","220.00","838","0","2/15/2013 18:26:39"
"167","4","2390","Efectivo","220.00","838","0","2/15/2013 19:42:37"
"168","2","1556","Cheque","3600.00","389","0","2/18/2013 14:29:15"
"169","3","2214","Cheque","5099.00","790","0","2/18/2013 15:13:51"
"170","3","2352","Cheque","9450.00","828","0","2/18/2013 17:44:41"
"171","3","2394","Cheque","2000.00","842","0","2/19/2013 14:04:29"
"172","2","1556","Cheque","2500.00","389","0","2/19/2013 18:16:06"
"173","4","761","Cheque","165.00","158","0","2/19/2013 20:44:54"
"174","3","342","Efectivo","400.00","169","0","2/20/2013 10:52:56"
"175","2","1047","Cheque","1885.00","480","0","2/20/2013 11:26:10"
"176","3","1274","Cheque","711.00","560","0","2/20/2013 14:02:18"
"177","3","318","Cheque","2288.00","80","0","2/21/2013 12:03:20"
"178","3","2332","Cheque","649.00","155","0","2/25/2013 12:34:44"
"179","3","261","Efectivo","350.00","15","0","2/27/2013 13:00:56"
"180","4","2672","Efectivo","1198.00","61","0","2/27/2013 13:05:29"
"181","4","2562","Efectivo","2006.00","158","0","2/27/2013 13:05:29"
"182","4","2562","Efectivo","2006.00","158","0","2/27/2013 16:02:53"
"183","2","1556","Cheque","6600.00","389","0","2/27/2013 16:06:46"
"184","4","2530","Cheque","720.00","290","0","2/27/2013 16:06:46"
"185","4","2530","Cheque","720.00","290","0","2/28/2013 19:09:49"
"186","3","569","Efectivo","175.00","52","0","3/1/2013 14:01:41"
"187","3","685","Cheque","649.00","48","0","3/1/2013 14:02:26"
"188","3","741","Cheque","1774.00","48","0","3/1/2013 14:02:44"
"189","3","758","Cheque","615.00","48","0","3/1/2013 14:03:00"
"190","3","960","Cheque","1200.00","48","0","3/1/2013 14:03:14"
"191","3","1066","Cheque","5945.00","48","0","3/1/2013 14:03:30"
"192","3","1209","Cheque","4670.00","48","0","3/1/2013 14:03:43"
"193","3","1250","Cheque","398.00","48","0","3/1/2013 14:03:54"
"194","3","1362","Cheque","1200.00","48","0","3/1/2013 14:05:05"
"195","3","1431","Cheque","1549.00","48","0","3/1/2013 14:07:33"
"196","2","1556","Cheque","4500.00","389","0","3/1/2013 16:36:04"
"197","2","2032","Cheque","1130.00","24","0","3/1/2013 16:38:31"
"198","2","922","Cheque","500.00","436","0","3/1/2013 18:36:39"
"199","6","1797","Cheque","1920.00","548","0","3/1/2013 18:37:06"
"200","6","2008","Cheque","23138.00","548","0","3/1/2013 18:39:41"
"201","6","1436","Cheque","2475.00","19","0","3/1/2013 18:45:56"
"202","6","591","Cheque","365.00","318","0","3/1/2013 18:47:09"
"203","6","910","Cheque","39.45","318","0","3/1/2013 18:48:52"
"204","6","2118","Cheque","1348.00","318","0","3/1/2013 18:54:11"
"205","6","1476","Cheque","8870.00","10","0","3/1/2013 18:54:44"
"206","6","1642","Cheque","18580.00","10","0","1/3/2013 18:54:00"
"207","6","1739","Cheque","5945.00","10","0","3/1/2013 18:55:25"
"208","6","1641","Cheque","18800.00","655","0","3/1/2013 18:56:27"
"209","2","1226","Cheque","1085.00","546","0","3/1/2013 19:00:45"
"210","3","2745","Efectivo","105.00","924","0","3/1/2013 20:29:49"
"211","6","1916","Cheque","3797.60","723","0","3/1/2013 20:57:55"
"212","6","2278","Cheque","250.00","309","0","3/1/2013 20:58:29"
"213","3","2077","Efectivo","400.00","761","0","3/4/2013 11:24:06"
"214","3","2521","Cheque","5599.00","155","0","3/5/2013 15:03:33"
"215","3","2766","Cheque","7800.00","371","0","3/6/2013 12:46:54"
"216","3","2781","Efectivo","416.00","930","0","3/6/2013 20:30:18"
"217","2","1556","Cheque","6561.00","389","0","3/7/2013 18:11:26"
"218","2","1646","Cheque","2739.00","389","0","3/7/2013 18:11:48"
"219","3","2566","Cheque","1300.00","9","0","3/8/2013 10:41:48"
"220","4","2686","Cheque","1180.00","365","0","3/8/2013 12:03:37"
"221","4","2494","Cheque","130.00","491","0","3/8/2013 13:29:24"
"222","4","2703","Cheque","120.00","491","0","3/8/2013 13:29:37"
"223","4","1604","Efectivo","3550.00","255","0","3/11/2013 14:21:45"
"224","4","1990","Cheque","75.00","255","0","3/11/2013 14:22:23"
"225","4","1771","Cheque","2665.00","48","0","3/12/2013 15:13:14"
"226","2","1646","Cheque","11600.00","389","0","3/14/2013 09:35:22"
"227","2","1646","Cheque","226.00","389","0","3/14/2013 09:35:33"
"228","2","1770","Cheque","3569.00","389","0","3/14/2013 09:36:05"
"229","3","2077","Efectivo","500.00","761","0","3/15/2013 12:12:07"
"230","1","2753","Cheque","459.00","24","0","3/15/2013 13:15:59"
"231","1","2814","Cheque","5241.00","311","0","3/19/2013 11:32:48"
"232","1","2928","Cheque","620.00","311","0","3/19/2013 11:33:02"
"233","3","318","Cheque","2288.00","80","0","3/19/2013 11:38:32"
"234","6","2105","Cheque","29380.00","664","0","3/19/2013 17:08:43"
"235","6","2507","Cheque","4995.00","664","0","3/19/2013 17:09:04"
"236","2","1770","Cheque","426.00","389","0","3/19/2013 17:20:44"
"237","2","2422","Cheque","2849.00","389","0","3/19/2013 17:21:07"
"238","3","2394","Cheque","1800.00","842","0","3/20/2013 11:10:52"
"239","3","1961","Efectivo","150.00","182","0","3/20/2013 12:49:44"
"240","3","3095","Tarjeta","1340.00","83","0","3/20/2013 17:49:57"
"241","3","1916","Cheque","797.00","723","0","3/20/2013 19:11:09"
"242","3","2172","Efectivo","1000.00","18","0","3/21/2013 16:47:06"
"243","3","1120","Cheque","1290.00","265","0","3/22/2013 10:12:51"
"244","3","2109","Cheque","2610.00","265","0","3/22/2013 10:13:28"
"245","6","2505","Cheque","21230.00","664","0","3/22/2013 12:22:57"
"246","6","2575","Cheque","3775.00","664","0","3/22/2013 12:23:15"
"247","3","569","Efectivo","250.00","52","0","3/22/2013 12:28:21"
"248","3","1535","Efectivo","65.00","52","0","3/22/2013 12:29:13"
"249","3","569","Efectivo","335.00","52","0","3/22/2013 12:29:45"
"250","3","3005","Cheque","725.00","290","0","3/22/2013 16:33:06"
"251","4","569","Efectivo","140.00","52","0","3/22/2013 17:16:07"
"252","3","2352","Efectivo","3000.00","828","0","3/25/2013 12:53:48"
"253","3","2918","Cheque","5292.00","328","0","3/25/2013 15:19:45"
"254","3","3283","Tarjeta","1281.00","83","0","3/26/2013 10:21:01"
"255","3","3182","Tarjeta","670.00","83","0","3/26/2013 10:21:22"
"256","3","3238","Tarjeta","637.00","83","0","3/26/2013 10:30:58"
"257","3","3238","Tarjeta","637.00","83","0","3/26/2013 10:35:19"
"258","6","2732","Cheque","48305.00","10","0","4/1/2013 11:19:07"
"259","6","2356","Cheque","4475.00","19","0","4/1/2013 11:25:30"
"260","6","1739","Cheque","655.00","10","0","4/1/2013 11:33:47"
"261","6","2818","Cheque","5039.00","10","0","4/1/2013 11:35:30"
"262","6","2732","Cheque","1056.00","10","0","4/1/2013 11:35:59"
"263","2","2577","Cheque","4695.00","892","0","4/1/2013 15:28:31"
"264","6","2118","Cheque","568.45","318","0","4/1/2013 16:16:45"
"265","2","2359","Cheque","3500.00","303","0","4/2/2013 16:48:02"
"266","2","2514","Cheque","3500.00","303","0","4/2/2013 16:48:17"
"267","4","2908","Cheque","2400.00","815","0","4/2/2013 18:41:06"
"268","4","2293","Cheque","3196.00","815","0","4/4/2013 11:47:25"
"269","4","2293","Cheque","384.00","815","0","4/4/2013 11:48:22"
"270","3","2878","Efectivo","141.00","155","0","4/9/2013 09:20:52"
"271","2","2422","Cheque","8300.00","389","0","4/9/2013 10:31:25"
"272","3","388","Cheque","4040.00","195","0","4/9/2013 12:50:13"
"273","3","1916","0","0.00","723","0","4/12/2013 09:57:59"
"274","3","3204","Cheque","140.00","770","0","4/12/2013 10:22:40"
"275","3","2220","Tarjeta","7.00","9","0","4/12/2013 10:36:46"
"276","3","1735","Efectivo","30.00","9","0","4/12/2013 10:36:55"
"277","3","2299","Cheque","551.00","770","0","4/12/2013 12:55:49"
"278","3","2077","Efectivo","545.00","761","0","4/15/2013 11:48:12"
"279","2","2422","Cheque","3600.00","389","0","4/16/2013 15:16:42"
"280","6","3347","Cheque","38360.00","19","0","4/16/2013 16:02:31"
"281","6","2752","Cheque","11369.00","548","0","4/16/2013 16:56:57"
"282","6","2726","Cheque","6195.00","664","0","4/16/2013 16:58:07"
"283","6","2845","Cheque","25783.00","664","0","4/16/2013 16:58:34"
"284","6","2730","Cheque","33213.00","655","0","4/16/2013 16:59:57"
"285","6","2846","Cheque","11070.00","655","0","4/16/2013 17:00:32"
"286","3","2519","Cheque","7953.00","869","0","4/17/2013 10:27:36"
"287","3","2591","Cheque","180.00","869","0","4/17/2013 10:27:55"
"288","3","2751","Cheque","4843.00","869","0","4/17/2013 10:28:19"
"289","2","2422","Cheque","2819.00","389","0","4/19/2013 10:14:20"
"290","2","2691","Cheque","781.00","389","0","4/19/2013 10:14:50"
"291","3","569","Efectivo","600.00","52","0","4/22/2013 09:51:10"
"292","2","1784","Efectivo","475.00","391","0","4/22/2013 12:39:33"
"293","2","2048","Efectivo","850.00","391","0","4/22/2013 12:39:44"
"294","2","2508","Efectivo","1500.00","391","0","4/22/2013 12:39:54"
"295","2","3734","Efectivo","900.00","391","0","4/22/2013 12:40:05"
"296","3","3562","Efectivo","420.00","491","0","4/23/2013 10:25:49"
"297","2","342","Efectivo","250.00","169","0","4/24/2013 09:34:50"
"298","2","797","Efectivo","225.00","169","0","4/24/2013 09:35:00"
"299","2","2150","Efectivo","100.00","169","0","4/24/2013 09:35:22"
"300","2","2678","Efectivo","160.00","169","0","4/24/2013 09:35:33"
"301","3","2172","Cheque","500.00","18","0","4/24/2013 11:08:51"
"302","3","2352","Efectivo","150.00","828","0","4/25/2013 12:36:29"
"303","3","3269","Efectivo","190.00","828","0","4/25/2013 12:36:48"
"304","4","1431","Cheque","10241.00","48","0","4/29/2013 11:34:57"
"305","4","1744","Cheque","4795.00","48","0","4/29/2013 11:35:31"
"306","4","2292","Cheque","1200.00","48","0","4/29/2013 11:35:50"
"307","4","2667","Cheque","1085.00","48","0","4/29/2013 11:36:12"
"308","4","2667","Cheque","145.00","48","0","4/29/2013 11:39:20"
"309","4","3576","Cheque","340.00","290","0","4/29/2013 15:15:15"
"310","6","3210","Efectivo","19030.00","664","0","4/30/2013 09:46:58"
"311","4","1961","Efectivo","80.00","182","0","4/30/2013 10:06:03"
"312","4","3199","Efectivo","27.00","182","0","4/30/2013 10:06:16"
"313","4","3199","Efectivo","27.00","182","0","4/30/2013 10:06:16"
"314","4","3199","Efectivo","27.00","182","0","4/30/2013 10:06:16"
"315","3","3827","Efectivo","525.00","654","0","4/30/2013 10:10:26"
"316","3","3071","Tarjeta","3010.00","654","0","4/30/2013 10:19:20"
"317","6","3681","Cheque","9725.00","19","0","4/30/2013 14:52:00"
"318","6","3842","Cheque","3450.00","318","0","4/30/2013 16:02:40"
"319","6","3616","Cheque","4795.00","318","0","4/30/2013 16:03:02"
"320","3","3786","Efectivo","190.00","9","0","5/2/2013 12:57:53"
"321","6","2118","Tarjeta","1243.00","318","0","5/6/2013 09:52:58"
"322","6","2327","Tarjeta","4350.00","143","0","5/6/2013 11:45:55"
"323","2","2691","Cheque","3600.00","389","0","5/7/2013 08:51:39"
"324","2","2691","Cheque","4483.00","389","0","5/7/2013 08:52:27"
"325","2","2919","Cheque","3517.00","389","0","5/7/2013 08:53:14"
"326","4","3692","Cheque","334.00","24","0","5/7/2013 12:32:29"
"327","4","3694","Efectivo","1550.00","24","0","5/7/2013 12:36:52"
"328","4","4120","Efectivo","2520.00","1218","0","5/7/2013 14:18:14"
"329","1","3110","Efectivo","80.00","9","0","5/7/2013 15:56:23"
"330","4","4027","Cheque","1249.00","311","0","5/7/2013 18:40:33"
"331","4","3951","Cheque","310.00","290","0","5/8/2013 15:17:12"
"332","4","3951","Cheque","310.00","290","0","5/8/2013 15:17:12"
"333","6","3515","Cheque","32345.00","655","0","5/8/2013 17:36:39"
"334","4","2919","Cheque","3600.00","389","0","5/8/2013 19:11:42"
"335","1","3235","Efectivo","150.00","1006","0","5/9/2013 13:06:29"
"336","1","779","Efectivo","110.00","385","0","5/9/2013 13:07:17"
"337","3","2602","Efectivo","3520.00","736","0","5/9/2013 18:56:19"
"338","3","2602","Efectivo","3520.00","736","0","5/9/2013 18:56:19"
"339","3","2688","Efectivo","138.00","736","0","5/9/2013 18:57:09"
"340","3","3189","Cheque","496.00","366","0","5/13/2013 11:40:02"
"341","4","2340","Efectivo","15.00","9","0","5/14/2013 17:51:51"
"342","4","3182","Tarjeta","670.00","83","0","5/15/2013 17:03:44"
"343","3","4308","Efectivo","1181.00","1271","0","5/16/2013 16:01:55"
"344","6","3597","Cheque","6093.00","664","0","5/17/2013 18:32:57"
"345","1","2543","Efectivo","43.00","1141","0","5/18/2013 11:15:12"
"346","2","2512","Cheque","3313.00","389","0","5/20/2013 14:00:27"
"347","2","2919","Cheque","1687.00","389","0","5/20/2013 14:00:51"
"348","6","3948","Efectivo","33110.00","548","0","5/20/2013 15:58:28"
"349","6","3994","Cheque","6965.00","19","0","5/20/2013 15:59:06"
"350","3","2109","Cheque","7439.00","265","0","5/24/2013 10:23:20"
"351","4","4266","Cheque","48.00","630","0","5/24/2013 12:10:10"
"352","4","3498","Efectivo","95.00","924","0","5/24/2013 16:45:43"
"353","4","4457","Cheque","9000.00","872","0","5/24/2013 17:08:32"
"354","6","4535","Efectivo","7110.00","371","0","5/27/2013 11:55:42"
"355","6","3597","Tarjeta","1.00","664","0","5/27/2013 14:49:45"
"356","6","2732","Cheque","1309.00","10","0","5/27/2013 14:59:53"
"357","6","3349","Cheque","7275.00","10","0","5/27/2013 15:01:14"
"358","6","3231","Cheque","18060.00","10","0","5/27/2013 15:01:50"
"359","6","3318","Tarjeta","9900.00","10","0","5/27/2013 15:05:51"
"360","6","3514","Cheque","3100.00","10","0","5/27/2013 15:06:20"
"361","6","3846","Cheque","17000.00","10","0","5/27/2013 15:06:35"
"362","6","3688","Cheque","4275.00","10","0","5/27/2013 15:07:39"
"363","6","3847","Cheque","4575.00","19","0","5/27/2013 15:09:22"
"364","6","3867","Cheque","14385.00","19","0","5/27/2013 15:10:17"
"365","6","3988","Cheque","2975.00","318","0","5/27/2013 15:11:44"
"366","4","3327","Cheque","4445.00","328","0","5/27/2013 16:07:27"
"367","2","531","Cheque","175.00","49","0","5/27/2013 17:50:05"
"368","2","722","Cheque","650.00","49","0","5/27/2013 17:50:29"
"369","4","3747","Cheque","175.00","1118","0","5/28/2013 10:59:52"
"370","4","3768","Cheque","125.00","1118","0","5/28/2013 11:00:03"
"371","4","4505","Efectivo","10.00","1374","0","5/29/2013 18:33:29"
"372","2","2919","Cheque","7000.00","389","0","5/30/2013 09:36:43"
"373","6","3838","Cheque","29101.00","664","0","5/31/2013 18:57:02"
"374","6","3952","Cheque","3345.00","664","0","5/31/2013 18:57:32"
"375","6","3909","Cheque","4224.00","655","0","5/31/2013 18:58:40"
"376","4","4654","Cheque","480.00","290","0","6/3/2013 15:18:54"
"377","2","2919","Cheque","2000.00","389","0","6/4/2013 11:05:36"
"378","4","3653","Cheque","335.00","815","0","6/5/2013 12:35:07"
"379","4","4635","Cheque","710.00","815","0","6/5/2013 12:35:24"
"380","1","4608","Efectivo","400.00","1067","0","6/6/2013 19:03:19"
"381","2","3289","Efectivo","900.00","1016","0","6/10/2013 09:11:50"
"382","2","2919","Cheque","137.00","389","0","6/12/2013 14:43:18"
"383","2","3406","Cheque","3863.00","389","0","6/12/2013 14:43:44"
"384","2","2358","Cheque","5300.00","166","0","6/12/2013 15:33:22"
"385","2","238","Cheque","130.00","123","0","6/12/2013 15:38:54"
"386","2","252","Efectivo","125.00","123","0","6/12/2013 15:39:32"
"387","6","3332","Efectivo","25500.00","10","0","6/12/2013 19:07:35"
"388","6","4331","Efectivo","78165.00","10","0","6/12/2013 19:11:08"
"389","6","4594","Efectivo","11700.00","10","0","6/12/2013 19:11:45"
"390","6","4632","Efectivo","13500.00","10","0","6/12/2013 19:11:57"
"391","6","4692","Efectivo","4200.00","10","0","6/12/2013 19:12:08"
"392","6","4946","Efectivo","4550.00","10","0","6/12/2013 19:12:21"
"393","6","4945","Efectivo","2976.00","10","0","6/12/2013 19:13:20"
